celula;ap1;ap2
c001;0.532090726551257;0.125143016162231
c002;0.510852912179299;0.121392279312671
c003;0.514487954129379;0.131298678853208
c004;0.475874827533157;0.14259517687634
c005;1.21986557539377;0.349564992053289
c006;0.668487740295033;1.07916347251366
c007;0.392501341418894;0.153045953357907
c008;0.371234524580002;0.165654114259943
c009;0.349978431424341;0.165714375755587
c010;0.317879834958105;0.169558475909492
c011;0.291854203430823;0.184673391000179
c012;0.281905816555836;0.19597478737682
c013;1.32794065995475;1.13838135934603
c014;0.238731359380307;0.212316823633714
c015;0.230157070195754;0.225075118365953
c016;0.218894280430855;0.244973173808574
c017;0.213216889841563;0.257305111469436
c018;0.200533381810979;0.26018615102861
c019;0.190377473395769;2.10254804662281
c020;2.97726298621797;1.56970691986709
c021;0.172654974059864;0.312237641024652
c022;0.169040958939569;0.35243463412396
c023;0.161050569318962;0.35726819994195
c024;0.153103621910972;0.4063221965954
c025;0.145290721899499;0.419362492544273
c026;4.18156514859826;1.89701781255534
c027;0.133451470894772;0.488961587997936
c028;0.129307797384667;0.489235387246222
c029;0.128164291877222;0.527036770487009
c030;0.124624000111389;0.524538380790114
c031;0.612319862416592;0.122850480826235
c032;0.605810976984063;0.125852564016891
c033;0.577400613089805;0.133982301387178
c034;0.908060603949903;0.274702903960159
c035;0.648842147829091;0.201279544948256
c036;0.457343208063505;0.253594585701415
c037;0.626223497308738;0.870333223724674
c038;0.393714724020683;0.164106323746702
c039;0.356415806611675;0.172360835525849
c040;0.334999499773279;0.175774958542751
c041;0.310413102020197;0.176646406254543
c042;0.300554628624943;0.202744945233634
c043;1.23699753719677;1.07815769976941
c044;0.245850474965053;0.211513076081076
c045;0.239069355389866;0.225344082769409
c046;0.227084669598424;0.241641242297232
c047;0.213960147572736;0.261501051601798
c048;0.207817680717573;0.267709698950809
c049;0.183146254349786;3.45315876672297
c050;0.18746947103715;0.3114498956249
c051;2.80069041381897;0.692233450869975
c052;0.16195489986553;0.357398627785854
c053;0.165872396624333;0.391015673125809
c054;0.156245383426477;0.44889659077145
c055;1.74694502375256;0.433875521437978
c056;3.78420926902832;0.38880230350107
c057;1.2595389080204;2.52422999779399
c058;0.132577158323907;0.584501901213662
c059;0.130521533291413;0.595787445484038
c060;0.126229420468529;0.635805703253471
c061;0.753591509458748;0.120585153037566
c062;0.723448326949674;0.133039346454818
c063;0.679525786855943;0.141755278038684
c064;1.04488659546379;0.28936121051835
c065;0.556601763928126;0.140233776314462
c066;0.507352954027412;0.156639263543046
c067;0.73075499709132;1.13757327610175
c068;0.411546242080334;0.161592828689028
c069;0.380913618213351;0.168575839903445
c070;0.349093247740167;0.179718225022016
c071;0.322936286413412;0.194352634207493
c072;0.302739343028919;0.195216836173193
c073;1.2691669759652;1.12075162314345
c074;0.257770351448215;0.214699073081146
c075;0.24016175359746;0.229272472763543
c076;0.232818541894868;0.238441593948274
c077;0.21579541227396;0.258234494558545
c078;0.203046655417197;2.5777728274696
c079;0.201946537504056;1.2047366187965
c080;0.189828760429896;0.334773946987411
c081;1.78944852149671;0.526085980514789
c082;1.67500986082471;0.511824891346087
c083;0.161685784015449;0.421603738255693
c084;0.155807592777586;0.462620058596579
c085;4.99067278356726;0.330112398877159
c086;0.144574136622785;0.557305642298352
c087;0.785959319212561;1.58537162882871
c088;0.71586323778364;1.44800984687853
c089;0.132925337254386;0.683203778076514
c090;0.121841718367068;0.754363452637936
c091;3.74988017552929;1.40367240950274
c092;3.81728233518407;1.40985515197202
c093;3.24373431255773;1.19291688098482
c094;0.704458436421957;0.136673737012844
c095;0.593399277663983;0.142496726413311
c096;0.561448643392028;0.149436738420312
c097;0.533771392159866;0.422817667337709
c098;0.665786014746422;1.4409268244625
c099;0.583978780249639;1.26070961001941
c100;0.520691074708393;1.25215751339807
c101;0.495418985571799;1.2718015785442
c102;0.485245200198601;1.22370906990763
c103;1.37519185477359;5.90508630555828
c104;1.15156263653221;6.48046891569202
c105;1.15080741196592;6.55563406707072
c106;1.14271221901247;6.50461914013489
c107;1.16120387999567;6.43887743975684
c108;0.620026720037208;3.97001549749072
c109;0.196368531344623;0.30887107706738
c110;0.18642419901945;0.34195025583437
c111;0.178028685665008;0.362813121976603
c112;2.95029281833997;0.67290497473812
c113;0.287347631085643;0.570062108643143
c114;4.49324854592848;0.413932508055514
c115;0.658211669612481;0.540433352350712
c116;0.145148481968697;0.629657128832101
c117;0.138548104274784;0.711803745498199
c118;1.29546472900767;2.73102121175142
c119;0.599860743534754;2.68557269146706
c120;0.457761276013285;2.11442349219298
c121;1.21916257773392;0.128329038112539
c122;1.16951360471763;0.131727458451013
c123;1.247105182421;0.382095309359329
c124;2.0670070582672;0.806701496804928
c125;0.689469986348496;0.14776760996987
c126;0.616542410861107;0.156398345707514
c127;0.522937256533977;2.31058317333324
c128;0.459948409831283;0.171232194545642
c129;0.419201372769306;0.16735369112252
c130;0.378589305749543;0.187508737433728
c131;0.353344438785252;0.1893243248789
c132;1.34872608552742;0.605492751631923
c133;1.68463372269655;5.85562944004336
c134;0.272148898922477;0.222433540799016
c135;0.248181448485383;0.237438567116452
c136;0.242555379744136;0.257078518565137
c137;0.220206888121882;0.268532314586066
c138;1.38567454341206;3.79091851322718
c139;0.198287150078764;0.312012655234558
c140;0.191382223309921;0.344007002026632
c141;0.18011155966272;0.374075660481239
c142;2.7659742339536;0.2610086890618
c143;0.168090809394259;0.472019579197488
c144;2.85048053117491;0.664603763500944
c145;2.57536283143591;0.652575351825248
c146;0.142805077221239;0.666712834570373
c147;0.139686238655223;0.797534139093376
c148;0.128674056926601;3.58589006555549
c149;0.132616448912372;1.10914907731093
c150;0.13269675933875;1.26894603617481
c151;1.80883967971854;0.123140097970495
c152;1.5083135043072;0.127972515554491
c153;1.21318365673225;0.135971851262363
c154;2.12468721676115;0.847674197756413
c155;2.08874414885849;0.943875728073032
c156;2.11332071245136;0.930232423310141
c157;1.22073152748057;1.92829663299557
c158;0.481149091191385;0.162769483307937
c159;0.442026264110405;0.17477508996448
c160;0.382123791420753;0.180627136176497
c161;0.354103730995887;0.193429333306423
c162;1.40057155526631;0.63538239485185
c163;0.297532184789353;0.215807183623837
c164;1.76198228350568;6.21683836262629
c165;0.255948091645747;0.241332577366442
c166;0.237838057270691;0.252988440937509
c167;0.232997107786823;0.283343830023231
c168;0.637372186057889;1.72072215509947
c169;0.767237608999153;2.0102531521132
c170;0.476629602959138;0.758846861552457
c171;2.37500397190787;0.579287970432535
c172;0.469610200795401;0.429929082936794
c173;0.165837560232427;0.492067937562855
c174;0.162608829774709;0.568286305437588
c175;4.68304681420013;0.961323958525997
c176;0.297091531791647;1.69672472068833
c177;0.237326354063271;2.90909326716869
c178;0.137212812929455;1.30848734429671
c179;0.134928325521687;1.50929772263191
c180;0.125225957387762;1.89426061126478
c181;3.37689737060237;0.125957277142078
c182;2.17262914382017;0.13441453589724
c183;1.43006386708075;0.14468900289789
c184;1.09883918007019;0.164329896513264
c185;0.809191602750617;0.143404665114321
c186;0.688499415602002;0.15669027912847
c187;1.77956486557653;1.54325213175008
c188;0.491133951365655;0.163039025466957
c189;0.436650299839944;0.172272980715626
c190;0.391273465840405;0.182612921958279
c191;1.28189804283988;0.602089218172279
c192;0.322944125381162;0.201450237931868
c193;0.300642131387527;0.215694211162595
c194;0.99806304375406;3.39979982830174
c195;1.08434574796453;3.83263638357316
c196;0.241941687160387;0.259220664166705
c197;0.227262561516598;0.276365028179956
c198;0.667400938962897;3.90405145909708
c199;0.244461404453233;0.918962287526441
c200;0.186804775799962;0.346410640633882
c201;1.48932039416316;0.796671086175658
c202;0.918587685414476;0.601195292230667
c203;0.167689944817815;0.506954994776147
c204;0.160524397076938;0.576567681640469
c205;4.82439579829943;2.97109567963892
c206;0.147486516190619;0.83191458063947
c207;0.257552036502629;1.1394083974315
c208;0.194887977778248;1.4980551169959
c209;0.133634375995273;2.25283580107212
c210;0.124402370726768;3.63238536884186
c211;7.73800548491815;1.52196727818071
c212;2.74180479685518;1.51428814094775
c213;1.3287454482356;1.27272985274993
c214;1.07498113854007;0.1427591934472
c215;0.832759205784246;0.147439842209478
c216;0.67268704209405;0.151715547067495
c217;0.878271697384001;0.652477609823301
c218;2.89970039031994;0.37177122236909
c219;2.87840366957295;0.17860211444081
c220;2.72111394426584;0.183286679802495
c221;2.50984705740871;0.654729948097576
c222;0.327230122256511;0.2038603587803
c223;0.30447018244258;0.218003137799917
c224;0.281445089611708;0.230960889798328
c225;1.70459607705731;5.94397714918511
c226;0.464181925190741;3.95150219938282
c227;0.484095844078252;4.01400081139013
c228;0.662794038242177;4.11389602190901
c229;0.204755834215589;0.330418533587149
c230;0.197227567354193;0.367972953150583
c231;0.179176734822968;0.388384740350206
c232;2.12363344685548;1.00323704706882
c233;1.59851962460041;0.78994805084358
c234;4.73849975409784;3.11706078864576
c235;0.153178673633367;0.690957075484889
c236;0.148511405582596;0.847595214666214
c237;0.139944938616685;1.06940864906935
c238;0.60496059565428;1.67532902132622
c239;0.726006603846836;3.13350024327426
c240;0.587630238687938;8.07406225689081
c241;3.49811236752108;0.129796846965874
c242;2.15129127759209;0.133046038441799
c243;1.46895694087649;0.612596295267945
c244;1.50353782583857;0.877986923257249
c245;0.838837854965046;0.15175880326095
c246;0.656462570552078;0.151318398923019
c247;1.17112466800981;1.50207717052384
c248;0.498836946964304;0.168265678220981
c249;0.454708379162826;0.180802862002982
c250;0.392049315313525;0.183351907840737
c251;4.4344785138927;0.721386947556449
c252;0.317798011276058;0.198815175345965
c253;0.305742746421018;0.219878344912001
c254;0.277236479227305;0.228653907875679
c255;1.25928548178458;1.756779843892
c256;0.242576993980861;0.262857412632655
c257;0.229792610122736;0.279043047433151
c258;0.301297760254638;0.218520621484339
c259;0.198785215897724;0.321575902557468
c260;0.193788477720291;0.362149941997655
c261;0.182318192808994;0.394646812686935
c262;0.22097690773768;0.449283179969001
c263;0.171010004056453;0.512245644113081
c264;2.43192950324767;3.06807518431275
c265;1.1267946804672;1.50511470176362
c266;0.145206798126733;0.824541496518103
c267;0.14433849432676;1.06721474185098
c268;2.32930382859074;4.98232264137492
c269;0.127921985428362;2.07639098290303
c270;0.125957978716242;3.31419713200534
c271;1.79037201076606;0.126674155058726
c272;1.49946832844803;0.129273922776708
c273;1.24250699242117;0.141996374241235
c274;1.6234232169002;1.22188004338402
c275;1.23578048897992;0.454254909406752
c276;1.09255325842942;0.456087887816983
c277;0.888941105760959;1.35130684164164
c278;0.495050122660705;0.170793409649188
c279;0.425322302397893;0.172083108029873
c280;0.405874618580549;0.191405908217064
c281;2.19319941587492;0.385042700331289
c282;2.35537472418638;0.41113849297395
c283;0.285786707048765;0.214857413378418
c284;1.32512923677307;1.85862589254805
c285;0.254985258914719;0.243848933990375
c286;0.233726136983467;0.251648932714555
c287;0.232037076661851;0.279940619738722
c288;0.258627870618262;0.274561069945892
c289;0.634218086059215;0.625684218872608
c290;0.594828956580039;0.647322167625668
c291;0.429313881956892;0.558008036834176
c292;0.167038565392148;0.414859435780988
c293;0.165186141163289;0.473742571334006
c294;0.158915554005454;0.57223825546433
c295;3.24993742651708;3.83954416223633
c296;0.709871973894277;1.26310484508864
c297;2.18106960301009;4.047567801711
c298;0.250217989153258;1.21405068706796
c299;0.136131962833313;1.57742122734209
c300;0.129386583881093;1.83124529841586
c301;1.21768353652648;0.126362139137252
c302;1.06581912710195;0.135305240840048
c303;0.886522444537663;0.415714384144479
c304;0.823013470526518;0.67937419039786
c305;0.696047522058644;0.14645541243153
c306;0.617598735194164;0.158726867501699
c307;0.516281499024826;1.97889483574372
c308;0.464318163117393;0.162704109473196
c309;0.431941994218327;0.174958999749924
c310;0.372991506404902;0.183300738074294
c311;0.341443843030757;0.191034673112329
c312;4.49691073442307;0.716632824705224
c313;0.941542142569268;1.27994186759691
c314;0.574962504889629;0.738171202026455
c315;0.261229636466589;0.246375874652488
c316;0.237823569102407;0.258234908603633
c317;0.22383553853397;0.276496996821828
c318;0.521583659544174;0.619111878830576
c319;0.198941084664229;0.307117908728318
c320;0.188529153625853;0.349689385746275
c321;0.5797968474652;0.504437781415917
c322;0.227614711058814;0.416094929820467
c323;0.168991412364579;0.47761929647032
c324;0.40717237257309;0.564440527463729
c325;3.95489158196145;2.31410786372726
c326;0.149079523713258;0.703878376920447
c327;2.65013716535717;2.53609449506132
c328;0.697110334426215;1.15643256449188
c329;0.129083376806935;1.11339536462642
c330;0.124757531790693;1.23674563642475
c331;1.70080879625696;0.897699772689903
c332;1.64193644573635;0.887128928352217
c333;1.9571701705172;1.51199999518811
c334;0.714117242518835;0.140209668185661
c335;0.631016417584148;0.144921841628388
c336;0.545445769035452;0.155837782513826
c337;0.603824853628453;1.39827834231564
c338;1.27398432917808;1.66123415670311
c339;1.15993782463101;1.54620084808676
c340;1.11138148458411;1.52531950867479
c341;1.14971696498796;1.5983785893326
c342;2.95464177567622;1.67982454753231
c343;2.09870087245133;1.74289350116504
c344;1.67452503332102;0.805001612919652
c345;1.53473898918991;0.733102645463395
c346;1.61082364864855;0.757435600610154
c347;1.53022966040972;0.759704137718894
c348;0.862840418298363;0.741261093457045
c349;0.201250226362415;0.320552612265167
c350;0.19002616679895;0.334168359933089
c351;0.182268532532179;0.373674511127129
c352;0.712267351094573;0.642966167460508
c353;0.199712292945181;0.780550134231715
c354;4.12717947304553;2.42428884473999
c355;0.153679674732481;0.573328536256005
c356;0.147117686563239;0.613855930410672
c357;0.137620359558053;0.714366272910976
c358;3.40458777507128;3.02864297177196
c359;0.752721258517168;0.989555421361175
c360;0.305510331131553;0.927673324512337
c361;0.726703719847138;0.126768664766498
c362;0.726781336717581;0.132383397728186
c363;1.64305870198614;1.09966992517908
c364;1.40816826057106;0.964575107974639
c365;0.57188893242276;0.144762661025208
c366;0.533054459153843;0.148522281051351
c367;1.40457998452628;3.58091996058359
c368;0.419396187123138;0.16196053214228
c369;0.387924524155454;0.176681798588297
c370;0.354225711731313;0.18120590327325
c371;0.314298711010998;0.183779671671917
c372;0.304044594185509;0.201564559010876
c373;1.96299674665061;1.0956080034604
c374;0.257559186370528;0.213535291912978
c375;0.241998230266927;0.23028333429424
c376;0.228247228850079;0.242622566329986
c377;0.209102265991162;0.253156666988483
c378;2.44672924894901;1.53155146081117
c379;0.199266496008805;0.300080683627183
c380;0.185858407740391;0.32679356917538
c381;0.190302601650343;0.367804022962559
c382;0.795922329853685;0.521442769544823
c383;0.166749599924995;0.428929436399131
c384;3.38429210378062;1.27141816559423
c385;0.899946812776858;0.565039269437887
c386;0.139681554773474;0.541141336111764
c387;0.141863259778211;0.61504851506398
c388;0.312673010747304;1.26079676587146
c389;0.130378415814016;0.731081059880683
c390;0.129478490975614;0.732227549973367
c391;0.629794092220632;0.128202937252096
c392;0.59991175549398;0.130326303151814
c393;0.571263709298928;0.134840185744282
c394;2.23871832414105;1.69095996491243
c395;0.506147798997771;0.151049671867146
c396;0.705524628097135;1.36435897136236
c397;0.886383889266113;2.05417011788038
c398;0.381263003642541;0.160887228046884
c399;0.362370148569326;0.173206826638925
c400;0.339578260001787;0.179241902739573
c401;0.308749002441109;0.184925912115776
c402;0.301855151668045;0.199800662404153
c403;1.88676185636327;1.05497487147076
c404;0.264529687489458;0.215554777706023
c405;0.236115915558312;0.231934687140173
c406;0.216094531883385;0.238900554158483
c407;0.210963394375352;0.257678059426324
c408;1.7025454802499;1.06867420825424
c409;0.476148419221679;0.391833024078019
c410;0.177046688839482;0.304797946131697
c411;0.834442138701012;0.500842738362763
c412;0.170956392319325;0.375852237643963
c413;0.159510024096579;0.407549393292468
c414;0.157904437917109;0.41524980448043
c415;4.0668951937735;1.58057138557614
c416;0.142927864036586;0.495996357909878
c417;0.307267855027937;1.10657518442091
c418;0.135319958204338;0.584641459236303
c419;0.12560803925719;0.602420415435098
c420;0.125344478152857;0.614657965176169
c421;0.532747685774495;0.126932087064091
c422;0.498544941908818;0.12997759434346
c423;0.488203253819906;0.139725229073763
c424;0.475224677200064;0.138362720879896
c425;2.320852510951;1.73876675785068
c426;1.34970483857389;3.64927999718149
c427;0.392432533326828;0.155160590440654
c428;0.379394681528535;0.162399979358094
c429;0.334812395156888;0.169607774368853
c430;0.309312348322185;0.17637030693218
c431;0.289087699142855;0.176296918926281
c432;0.840201239293789;0.493378437780146
c433;0.253064978124324;0.197066238584405
c434;0.242358695798849;0.213736883864167
c435;0.231826862704491;0.221270227071633
c436;0.21432493693783;0.230922102236609
c437;0.20561018505113;0.25263102500117
c438;0.203934182583985;0.267150809101367
c439;2.27616475843721;1.43600699844647
c440;0.626261593015764;0.459959300886291
c441;0.423748192748691;0.392286786939041
c442;0.170864337152555;0.327498280332894
c443;0.158455945952937;0.355110889952561
c444;0.150007141325035;0.396391096758927
c445;1.91749154475346;0.779129740897719
c446;2.61853406273171;1.12498856531323
c447;0.206914286336711;0.735487280078308
c448;0.130161518439194;0.506287556736981
c449;0.12813541986167;0.528390627052091
c450;0.120882575739103;0.511449474095773
